"code","source_page","view","schematic_x","schematic_y","primary_source_description","learning_note_he","learning_note_en","comparison_code","alternative_he","focused_check","alignment_33","source_conflict_33","review_status","reviewer","review_date","review_notes"
"GB 17","180","scalp","365","325","On the head, 2.5 B-cun within the anterior hairline, directly superior to the centre of the pupil. Note: GB17 is 2 B-cun superior to GB15.","GB 17 ו־BL 6 נמצאות 2.5 B-cun מקו השיער הקדמי. GB 17 מיושרת לאישון, ו־BL 6 לעמודה של 1.5 B-cun מקו האמצע. אותו מרחק מקו השיער אינו אותה עמודה.","GB 17 and BL 6 are 2.5 B-cun from the anterior hairline. GB 17 follows the pupil alignment; BL 6 follows the 1.5 B-cun lateral column. Hairline distance alone does not distinguish them.","BL 6","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 18","180","scalp","365","400","On the head, 4 B-cun within the anterior hairline, directly superior to the centre of the pupil. Note: GB18 is 1.5 B-cun posterior to gB17, at the same level as BL7.","הגובה היחסי של GB 18 הוא 4 B-cun בתוך קו השיער הקדמי, כמו BL 7. קו האישון מבדיל את העמודה של GB. זהו מבט פרוס של הקרקפת; הכיוון במסך אינו תנועת ראש.","GB 18 and BL 7 share a distance of 4 B-cun from the anterior hairline. Pupil alignment distinguishes the GB column. A flattened scalp view represents references rather than head movement.","BL 7","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 19","181","headBack","320","385","On the head, at the same level as the supe- rior border of the external occipital protu- berance, directly superior to gB20. Note: GB19 is at the same level as GV17 and BL9.","הגובה קשור לגבול העליון של הבליטה העורפית החיצונית, והיישור האנכי הוא מעל GB 20. ציון הדרך הגרמי והנקודה השכנה ממלאים תפקידים שונים.","The superior external-occipital-protuberance border sets the level; GB 20 sets vertical alignment. Bone and neighbouring point serve different roles.","BL 9","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 20","181","headBack","340","475","In the anterior region of the neck, inferior to the occipital bone, in the depression between the origins of sternocleidomastoid and the trapezius muscles. Note: GB20 is at the same level as GV16.","GB 20 מתוארת מתחת לעצם העורף, בשקע בין אזורי המוצא של מפנה הראש והטרפז. GV 16 בקו האמצע בגובה דומה. השקע בין השרירים הוא ההבחנה הצדדית המרכזית.","GB 20 is below the occiput in the depression between sternocleidomastoid and trapezius origins. GV 16 is midline at a similar level. The intermuscular depression defines the lateral distinction.","GV 16","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 21","182","back","665","150","In the posterior region of the neck, at the midpoint of the line connecting the spinous process of the seventh cervical vertebra (C7) with the lateral end of the acromion.","GB 21 היא אמצע הקו בין זיז C7 לקצה הצדדי של שיא הכתף. GV 14 נמצאת מתחת לזיז C7 בקו האמצע. אמצע הקו אינו אמצע הצוואר או אמצע עצם הבריח.","GB 21 is the midpoint between the C7 spinous process and lateral acromial end. GV 14 is midline below C7. This line’s midpoint is neither the neck centre nor the clavicular midpoint.","GV 14","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 22","182","torsoSide","480","330","In the lateral thoracic region, in the fourth intercostal space, on the midaxillary line.","המרווח הבין־צלעי הרביעי משותף לשתי הנקודות. GB 22 על הקו האמצעי של בית השחי; GB 23 במרחק 1 B-cun לפניו. ״לפני״ מתייחס לכיוון קדמת הגוף.","Both points use the fourth intercostal space. GB 22 lies on the midaxillary line; GB 23 is 1 B-cun anterior to it. Anterior refers toward the body’s front.","GB 23","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 23","183","torsoSide","530","330","In the lateral thoracic region, in the fourth intercostal space, 1 B-cun anterior to the midaxillary line.","GB 23 נמצאת במרווח הרביעי, 1 B-cun קדמית לקו אמצע בית השחי. GB 22 נמצאת על הקו עצמו. שינוי ההיסט הקדמי אינו מעבר למרווח הבין־צלעי הבא.","GB 23 is in the fourth space, 1 B-cun anterior to the midaxillary line; GB 22 lies on the line. An anterior offset does not move the point into the next intercostal space.","GB 22","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 24","183","torsoFront","372","480","In the anterior thoracic region, in the sev- enth intercostal space, 4 B-cun lateral to the anterior median line. Note 1: GB 24 is inferior to the centre of the nipple, one rib inferior to LR 14. Note 2: In females, GB24 can be found at the intersection of the midclavicular line and the seventh intercostal space.","GB 24 נמצאת במרווח הבין־צלעי השביעי, בהיסט 4 B-cun; LR 14 במרווח השישי באותו היסט. זו השוואה של מרווחים סמוכים, ולא של שני קווי רוחב שונים.","GB 24 uses the seventh intercostal space at a 4 B-cun offset; LR 14 uses the sixth at the same offset. The comparison changes intercostal space rather than lateral column.","LR 14","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 25","184","torsoSide","440","640","On the lateral abdomen, inferior to the free extremity of the 12th rib. Note: GB 25 can be located while the subject is lying on the side with the shoulder flexed. The free extremity of the 12th rib can be palpated below the inferior border of the costal arch posterior to the posterior axillary line.","שתיהן קשורות לקצה חופשי של צלע בצד הגוף: LR 13 לצלע ה־11 ו־GB 25 לצלע ה־12. יש לזהות את הצלע המתוארת לפני השוואת מיקומן בסכמה.","Both use a free rib end on the flank: LR 13 rib 11 and GB 25 rib 12. Identify the named rib before comparing schematic positions.","LR 13","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 26","184","torsoSide","475","720","On the lateral abdomen, inferior to the free extremity of the 11th rib, at the same level as the centre of umbilicus. Note 1: GB26 can be located by first locat- ing the tenth rib, then searching for the free extremity of the 11th rib that is situated immediately below the inferior border of the costal arch. Note 2: GB 26 is inferior to LR 13, at the same level as CV 8.","GB 26 בגובה הטבור ומתחת לקצה החופשי של הצלע ה־11. LR 13 קשורה לקצה הצלע עצמו. הצלע נותנת את היחס האנכי, והטבור מוסיף שורת גובה נפרדת.","GB 26 is level with the umbilicus and inferior to the free end of rib 11. LR 13 uses that rib end itself. Rib relationship and umbilical level provide separate locating information.","LR 13","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 27","185","torsoFront","345","825","On the lower abdomen, 3 B-cun inferior to the centre of umbilicus, medial to the anterior superior iliac spine. Note: GB 27 is 3 B-cun inferior to GB 26, at the same level as CV 4.","GB 27 נמצאת 3 B-cun מתחת לטבור, מדיאלית לקוץ הכסל הקדמי העליון. GB 28 מתוארת חצי B-cun מדיאלית ותחתונה לקוץ. יש לקרוא את העוגן של כל מידה במפורש.","GB 27 is 3 B-cun below the umbilicus, medial to the ASIS. GB 28 is half a B-cun medioinferior to the ASIS. Read the starting landmark for each measure explicitly.","GB 28","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 28","185","torsoFront","328","865","On the lower abdomen, 0.5 B-cun medioin- ferior to the anterior superior iliac spine. Note: GB28 is 0.5 B-cun medioinferior to gB27.","קוץ הכסל הקדמי העליון הוא עוגן המיקום הראשי של GB 28: חצי B-cun מדיאלית ותחתונה ממנו. GB 27 כוללת גם גובה ביחס לטבור. אין להסתפק במילים ״ליד האגן״.","The ASIS anchors primary GB 28: half a B-cun medioinferior to it. GB 27 also specifies an umbilical level. “Near the pelvis” does not capture these directional relationships.","GB 27","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 29","186","hip","690","445","In the buttock region, midpoint of the line connecting the anterior superior iliac spine and the prominence of the greater trochanter.","GB 29 משתמשת באמצע הקו שבין קוץ הכסל הקדמי העליון לתל הגדול. GB 30 הראשית משתמשת בקו אחר, מן התל הגדול לפתח העצה. החלופה של GB 30 חוזרת לקו הקדמי, אך בחלוקה שונה.","GB 29 uses the midpoint of the ASIS–greater-trochanter line. Primary GB 30 uses a different line toward the sacral hiatus. Its alternative uses the anterior line but a different division.","GB 30","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 30","186","hip","523.3333333333334","593.3333333333334","In the buttock region, at the junction of the lateral one third and medial two thirds of the line connecting the prominence of the greater trochanter with the sacral hiatus. Note: GB30 is easier to locate when the subject is lying on the side with the thigh flexed. Remarks: Alternative location for GB30 - in the buttock region, at the junction of the lateral one third and medial two thirds of the distance between the prominence of the greater trochanter and the anterior superior iliac spine.","GB 29 משתמשת באמצע הקו שבין קוץ הכסל הקדמי העליון לתל הגדול. GB 30 הראשית משתמשת בקו אחר, מן התל הגדול לפתח העצה. החלופה של GB 30 חוזרת לקו הקדמי, אך בחלוקה שונה.","GB 29 uses the midpoint of the ASIS–greater-trochanter line. Primary GB 30 uses a different line toward the sacral hiatus. Its alternative uses the anterior line but a different division.","GB 29","חלופה: שליש מהדרך מן התל הגדול לכיוון קוץ הכסל הקדמי העליון. הקו הראשי פונה מן התל הגדול לכיוון פתח העצה.","focused WHO excerpt check (3.2)","","","ממתין לסקירה מקצועית","","",""
"GB 31","187","legLateral","500","300","On the lateral aspect of the thigh, in the depression posterior to the iliotibial band where the tip of the middle finger rests, when standing up with the arms hanging alongside the thigh. Note: GB31 is located by first finding the iliotibial band when the knee is slightly flexed and the hip is abducted against resis- tance.","ההגדרה משלבת את הצד האחורי של הרצועה האיליוטיביאלית עם תנוחת עמידה וזרוע תלויה. לכן אין להסיק את מיקומה ממספר קבוע בתרשים בלבד.","The definition combines a position posterior to the iliotibial band with standing posture and a hanging arm. A fixed schematic number alone cannot reproduce it.","GB 32","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 32","187","legLateral","500","340","On the lateral aspect of the thigh, posterior to the iliotibial band, 7 B-cun superior to the popliteal crease.","GB 32 נמצאת מאחורי הרצועה האיליוטיביאלית, 7 B-cun מעל קפל בית הברך. GB 31 משתמשת גם ביחס ליד התלויה בעמידה. שתי ההגדרות אינן מודדות מאותו עוגן.","GB 32 lies posterior to the iliotibial band, 7 B-cun above the popliteal crease. GB 31 also uses a hanging-hand relationship in standing. The definitions do not measure from the same reference.","GB 31","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 33","188","legLateral","450","470","On the lateral aspect of the knee, in the depression between the biceps femoris tendon and the iliotibial band, posterior and proximal to the lateral epicondyle of the femur.","GB 33 קשורה לשקע בין גיד הדו־ראשי הירכי לרצועה האיליוטיביאלית, מאחור ומעל העילית העלי הצדדית של הירך. GB 34 משתמשת בראש השוקית שמתחת לברך. אלה שתי עצמות שונות.","GB 33 uses the biceps-femoris–iliotibial-band depression posteroproximal to the lateral femoral epicondyle. GB 34 uses the fibular head below the knee. These are landmarks on different bones.","GB 34","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 34","188","legLateral","570","520","On the fibular aspect of the leg, in the depression anterior and distal to the head of the fibula.","ראש השוקית הוא העוגן. השקע מתואר לפניו ובכיוון כף הרגל; אין לבלבל בין ראש השוקית לבין הפטישון החיצוני בקרסול.","The fibular head is the reference, with the depression anterior and distal to it. Distinguish the fibular head from the lateral ankle malleolus.","GB 36","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 35","189","legLateral","450","715","On the fibular aspect of the leg, posterior to the fibula, 7 B-cun proximal to the prominence of the lateral malleolus. Note: GB35 is located 1 B-cun distal to the midpoint of the line connecting the prominence of the lateral malleolus and the lateral end of the popliteal crease, posterior to gB36.","שתי הנקודות נמצאות באותו גובה ביחס לפטישון החיצוני. GB 35 מתוארת מאחורי השוקית ו־GB 36 לפניה. העצם מבדילה בין שני צדי השוק.","Both are at the same level relative to the lateral malleolus. GB 35 is posterior to the fibula and GB 36 anterior. The bone distinguishes their sides.","GB 36","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 36","189","legLateral","540","715","On the fibular aspect of the leg, anterior to the fibula, 7 B-cun proximal to the prominence of the lateral malleolus. Note: GB36 is located 1 B-cun distal to the midpoint of the line connecting the prominence of the lateral malleolus and the lateral end of the popliteal crease, anterior to GB35.","שתי הנקודות נמצאות באותו גובה ביחס לפטישון החיצוני. GB 35 מתוארת מאחורי השוקית ו־GB 36 לפניה. העצם מבדילה בין שני צדי השוק.","Both are at the same level relative to the lateral malleolus. GB 35 is posterior to the fibula and GB 36 anterior. The bone distinguishes their sides.","GB 35","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 37","190","legLateral","540","767","On the fibular aspect of the leg, anterior to the fibula, 5 B-cun proximal to the prominence of the lateral malleolus.","הפטישון החיצוני הוא מוצא המדידה: GB 37 נמצאת 5 B-cun מעליו, לפני השוקית; GB 38 נמצאת 4 B-cun מעליו. המילה ״לפני״ מתייחסת לעצם השוקית.","The lateral malleolus starts the measure: GB 37 is 5 B-cun above it, anterior to the fibula; GB 38 is 4 B-cun above. Anterior is defined relative to the fibula.","GB 38","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 38","190","legLateral","540","794","On the fibular aspect of the leg, anterior to the fibula, 4 B-cun proximal to the prominence of the lateral malleolus.","GB 38 ו־GB 39 נמצאות לפני השוקית. ההבדל הוא הגובה מעל הפטישון החיצוני: 4 לעומת 3 B-cun. כאן נשמר גם הצד של העצם וגם מוצא המדידה.","GB 38 and GB 39 are anterior to the fibula. Their heights above the lateral malleolus are 4 and 3 B-cun. Both the bone relationship and starting landmark remain constant.","GB 39","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 39","191","legLateral","540","820","On the fibular aspect of the leg, anterior to the fibula, 3 B-cun proximal to the prominence of the lateral malleolus.","שתיהן משתמשות בגובה של 3 B-cun מעל אזור הפטישון החיצוני. GB 39 לפני השוקית, ו־BL 59 בין השוקית לגיד אכילס מאחור. הגובה המשותף אינו מחליף את בחירת הצד.","Both use a level 3 B-cun above the lateral-malleolar region. GB 39 is anterior to the fibula; BL 59 lies between fibula and Achilles posteriorly. Shared height still requires side identification.","BL 59","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 40","191","footTop","650","760","On the anterolateral aspect of the ankle, in the depression lateral to the extensor digitorum longus tendon, anterior and distal to the lateral malleolus. Note: GB40 is easier to locate by finding the extensor digitorum longus tendon when the second to fifth toes are extended against resistance.","התיאור משלב את הפטישון החיצוני עם גיד פושט האצבעות הארוך. המיקום צדדי לגיד ולפנים ולמטה מהפטישון; אלה יחסים משלימים.","The lateral malleolus and extensor digitorum longus tendon both matter: lateral to the tendon and anterior/distal to the malleolus.","ST 41","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 41","192","footTop","615","560","On the dorsum of the foot, distal to the junction of the bases of the fourth and fifth metatarsal bones, in the depression lateral to the fifth extensor digitorum longus tendon.","שתיהן בגב כף הרגל בין עצמות המסרק הרביעית והחמישית. GB 41 קשורה לאזור בסיסי העצמות; GB 42 לאזור הפרוקסימלי למפרק המסרק־גליל הרביעי. יש לעקוב לאורך העצמות ולא רק בין האצבעות.","Both lie between the fourth and fifth metatarsals. GB 41 relates to their bases; GB 42 to the region proximal to the fourth metatarsophalangeal joint. Follow the bones, not just the toe gap.","GB 42","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 42","192","footTop","650","470","On the dorsum of the foot, between the fourth and fifth metatarsal bones, in the depression proximal to the fourth metatarsophalangeal joint.","שתיהן בגב כף הרגל בין עצמות המסרק הרביעית והחמישית. GB 41 קשורה לאזור בסיסי העצמות; GB 42 לאזור הפרוקסימלי למפרק המסרק־גליל הרביעי. יש לעקוב לאורך העצמות ולא רק בין האצבעות.","Both lie between the fourth and fifth metatarsals. GB 41 relates to their bases; GB 42 to the region proximal to the fourth metatarsophalangeal joint. Follow the bones, not just the toe gap.","GB 41","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 43","193","footTop","655","365","On the dorsum of the foot, between the fourth and fifth toes, proximal to the web margin, at the border between the red and white flesh.","GB 43 משתמשת בשולי הקרום בין האצבעות הרביעית והחמישית. GB 42 נמצאת יותר לכיוון הקרסול, במרווח המסרקים, פרוקסימלית למפרק המסרק־גליל הרביעי. תחילה מבחינים בין קרום האצבעות לבין עצמות המסרק.","GB 43 uses the fourth–fifth toe-web margin. GB 42 lies more proximally in the metatarsal interval, proximal to the fourth toe joint. Distinguish web margin from metatarsal bones first.","GB 42","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GB 44","193","footTop","650","255","On the fourth toe, lateral to the distal phalanx, 0.1 f-cun proximal to the lateral corner of the toenail, at the intersection of the vertical line of the lateral side of the nail and the horizontal line of the base of the fourth toenail.","GB 44 מתוארת סמוך לפינה הצדדית של ציפורן האצבע הרביעית, 0.1 F-cun לכיוון שורש האצבע. ST 45 קשורה לאצבע השנייה. אין לזהות את האצבע לפי גודל הציפורן בלבד באיור.","GB 44 lies near the lateral fourth-toenail corner, 0.1 F-cun proximally. ST 45 uses the second toe. Identify the digit by order rather than illustrated nail size alone.","ST 45","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"LR 1","196","footTop","370","200","On the great toe, lateral to the distal phalanx, 0.1 f-cun proximal to the lateral corner of the toenail, at the intersection of the vertical line of the lateral side of the nail and the horizontal line of the base of the toenail.","שתיהן בבוהן: SP 1 בצד המדיאלי ו־LR 1 בצד הלטרלי של הציפורן. זיהוי שתי פינות אותה ציפורן חשוב יותר מזכירת צד ימין או שמאל בתמונה.","Both use the great toe: SP 1 its medial nail side and LR 1 its lateral nail side. Distinguish the nail corners rather than memorizing picture left and right.","SP 1","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"LR 2","196","footTop","405","315","On the dorsum of the foot, between the first and second toes, proximal to the web margin, at the border between the red and white flesh.","ST 44 משתמשת ברווח שבין האצבעות השנייה והשלישית; LR 2 ברווח שבין הבוהן לאצבע השנייה. הספירה מתחילה בבוהן, גם כשהאיור מוצג מהצד.","ST 44 uses the second–third toe interval; LR 2 the great–second toe interval. Toe numbering starts with the great toe regardless of the viewing direction.","ST 44","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"LR 3","197","footTop","430","485","On the dorsum of the foot, between the first and second metatarsal bones, in the depression distal to the junction of the bases of the two bones, over the dorsalis pedis artery. Note: LR3 can be felt in the depression when moving proximally from Lr2 in the gap between the first and second metatarsal bones towards the base of two metatarsal bones.","LR 3 מתוארת בין עצמות המסרק הראשונה והשנייה. ST 43 בין השנייה לשלישית. ספירת העצמות מן הבוהן מבדילה בין שני המרווחים בגב כף הרגל.","LR 3 uses the first–second metatarsal interval; ST 43 the second–third interval. Counting bones from the great toe separates these dorsal-foot spaces.","ST 43","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"LR 4","197","footMedial","410","415","On the anteromedial aspect of the ankle, in the depression medial to the tibialis anterior tendon, anterior to the medial malleolus. Note: LR4 is located midway between SP5 and St41.","LR 4 נמצאת לפני הפטישון הפנימי ובצד המדיאלי של גיד השוקתי הקדמי. SP 5 מתוארת לפני ומתחת לפטישון ביחס לעצם הסירה. נוכחות הגיד בתיאור מחדדת את ההבדל.","LR 4 is anterior to the medial malleolus and medial to the tibialis-anterior tendon. SP 5 is anteroinferior to the malleolus with a navicular reference. The tendon relationship distinguishes LR 4.","SP 5","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"LR 5","198","legMedial","600","744","On the anteromedial aspect of the leg, at the centre of the medial border (surface) of the tibia, 5 B-cun proximal to the prominence of the medial malleolus. Note: LR5 is located at the same level as the upper two thirds and lower one third of the line connecting the apex of the patella with the prominence of the medial malleolus, at the centre of the medial border (surface) of the tibia, at the same level as KI9.","LR 5 נמצאת על מרכז הצד הפנימי של השוקה, 5 B-cun מעל הפטישון הפנימי. KI 9 באותו גובה אך במרווח אחורי בין שריר לגיד. פני עצם ומרווח בין רקמות הם שני עוגנים שונים.","LR 5 uses the centre of the medial tibial surface, 5 B-cun above the medial malleolus. KI 9 shares the level in a posterior muscle–tendon interval. Bone surface and tissue interval are distinct.","KI 9","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"LR 6","198","legMedial","600","682","On the anteromedial aspect of the leg, at the centre of the medial border (surface) of the tibia, 7 B-cun proximal to the prominence of the medial malleolus. Note: LR6 is located at 0.5 B-cun inferior to the midpoint of the line connecting the apex of the patella with the prominence of the medial malleolus, at the centre of the medial border (surface) of the tibia.","LR 6 משתמשת באותו צד פנימי של השוקה כמו LR 5, אך נמצאת 7 B-cun מעל הפטישון לעומת 5. ההפרש הוא שתי יחידות יחסיות לאורך השוק, לא שינוי בצד העצם.","LR 6 uses the same medial tibial surface as LR 5 but lies 7 rather than 5 B-cun above the malleolus. The two-unit difference is longitudinal, not a change in bone side.","LR 5","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"LR 7","199","legMedial","495","485","On the tibial aspect of the leg, inferior to the medial condyle of the tibia, 1 B-cun posterior to SP9.","LR 7 מתוארת מתחת לעלי הפנימי של השוקה, 1 B-cun מאחורי SP 9. המרחק הוא בכיוון אחורי, ולא מעלה או מטה לאורך השוק.","LR 7 lies inferior to the medial tibial condyle, 1 B-cun posterior to SP 9. The stated offset is posterior, not up or down the leg.","SP 9","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"LR 8","199","legMedial","480","460","On the medial aspect of the knee, in the depression medial to the tendons of the semitendinosus and the semimembranosus muscles, at the medial end of the popliteal crease. Note: With the knee flexed, LR8 is located in the depression medial to the most prominent tendon on the medial end of the popliteal crease.","SP 9 משתמשת בגבול התחתון של הקונדיל הפנימי של השוקה. LR 8 מתייחסת לקצה הפנימי של קפל הברך ולגידים. עצם וקפל אינם אותו ציון דרך.","SP 9 uses the inferior border of the medial tibial condyle. LR 8 uses the medial knee-crease end and tendons. A bony margin and a crease are different references.","SP 9","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"LR 9","200","legMedial","550","350","On the medial aspect of the thigh, between the gracilis and the sartorius muscles, 4 B- cun proximal to the base of the patella. Note: With the hip slightly flexed and ab- ducted and with the muscle under tension, the sartorius muscle becomes more distinct. Lr 9 is located posterior to the sartorius muscle.","LR 9 נמצאת בין השריר העדין לשריר החייטים, 4 B-cun מעל בסיס הפיקה. SP 10 קשורה לשריר הרחב הפנימי ובגובה 2 B-cun. גם המרווח השרירי וגם הגובה שונים.","LR 9 is between gracilis and sartorius, 4 B-cun above the patellar base. SP 10 uses vastus medialis at 2 B-cun. Both the muscle relationship and level differ.","SP 10","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"LR 10","200","legMedial","540","225","On the medial aspect of the thigh, 3 B-cun distal to St30, over the artery.","שתי המידות מתחילות ב־ST 30 ופונות לכיוון הברך: LR 10 במרחק 3 B-cun ו־LR 11 במרחק 2. משום כך סדר המספרים כאן אינו סדר ההתרחקות מן המפשעה.","Both measures start at ST 30 and run toward the knee: LR 10 is 3 B-cun away and LR 11 is 2. Point-number order here is not increasing distance from the groin.","LR 11","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"LR 11","201","legMedial","540","200","On the medial aspect of the thigh, 2 B-cun distal to St30. Note: LR11 is located lateral to the ad- ductor longus muscle. When the thigh is adducted against resistance with the hip slightly flexed and abducted, the knee flexed, the adductor longus muscle becomes more distinct.","נקודת הייחוס למרחק היא ST 30: התיאור מציין 2 B-cun ממנה לכיוון הברך. הערת המקור מוסיפה יחס לשריר המקרב הארוך.","ST 30 starts the distance reference: 2 B-cun distally toward the knee. The source note adds the adductor-longus relationship.","SP 11","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"LR 12","201","torsoFront","420","895","In the groin region, at the same level as the superior border of the pubic symphysis, and 2.5 B-cun lateral to the anterior median line.","הגבול העליון של מאחה הערווה קובע את הגובה. LR 12 בהיסט 2.5 B-cun מקו האמצע, ו־ST 30 בהיסט 2. חצי היחידה הנוספת היא צדדית, לא כלפי מעלה או מטה.","The superior pubic-symphysis border sets the level. LR 12 lies 2.5 B-cun lateral and ST 30 lies 2. The additional half-unit is lateral rather than superior or inferior.","ST 30","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"LR 13","202","torsoSide","530","600","On the lateral abdomen, inferior to the free extremity of the 11th rib. Note: LR13 can be located while the subject is lying on the side with the shoulder flexed. The free extremity of the 11th rib can be palpated below the inferior border of the costal arch.","שתיהן קשורות לקצה חופשי של צלע בצד הגוף: LR 13 לצלע ה־11 ו־GB 25 לצלע ה־12. יש לזהות את הצלע המתוארת לפני השוואת מיקומן בסכמה.","Both use a free rib end on the flank: LR 13 rib 11 and GB 25 rib 12. Identify the named rib before comparing schematic positions.","GB 25","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"LR 14","202","torsoFront","372","430","In the anterior thoracic region, in the sixth intercostal space, 4 B-cun lateral to the anterior median line. Note: LR 14 is inferior to the centre of the nipple, 2 B-cun lateral to St19. In females, LR 14 is located at the intersection of the midclavicular line and the sixth intercostal space.","LR 14 במרווח הבין־צלעי השישי ו־GB 24 בשביעי, שתיהן בהיסט 4 B-cun. משתמשים במספר המרווח כעוגן הראשי לגובה, ולא במיקום הפטמה בלבד.","LR 14 uses the sixth intercostal space and GB 24 the seventh, both at a 4 B-cun offset. The intercostal-space number, rather than nipple position alone, anchors the level.","GB 24","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GV 1","204","perineum","500","760","In the perineal region, inferior to the coccyx, midway between the tip of the coccyx and the anus. Note: The subject may be in prone position or knee-chest position.","GV 1 מוגדרת באמצע שבין קצה עצם הזנב לפי הטבעת. CV 1 נמצאת בצד האחר של פי הטבעת, לכיוון איברי המין החיצוניים. הסכמה המופשטת מדגישה את סדר ציוני הדרך.","GV 1 is midway between the coccygeal tip and anus. CV 1 lies on the other side of the anus toward the external genital reference. The abstract view emphasizes landmark order.","CV 1","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GV 2","204","back","500","930","In the sacral region, at the sacral hiatus, on the posterior median line. Note: The sacral hiatus is a small depression immediately above the anal cleft.","GV 2 קשורה לפתח העצה בקו האמצע האחורי. BL 34 מתוארת בנקב העצה האחורי הרביעי. הפתח המרכזי וזוג הנקבים הצדדיים הם מבנים נפרדים, גם בגובה קרוב.","GV 2 uses the sacral hiatus on the posterior midline. BL 34 uses the fourth posterior sacral foramen. The central hiatus and paired lateral foramina are different structures.","BL 34","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GV 3","205","back","500","740","In the lumbar region, in the depression inferior to the spinous process of the fourth lumbar vertebra (L4), on the posterior median line. Note: GV 3 can be located by first palpating the highest points of the iliac crests and the spinous process of the fourth lumbar vertebra (L4) can then be found at the midpoint of the highest points of both iliac crests.","GV 3 נמצאת בשקע שמתחת לזיז L4 על קו האמצע האחורי. BL 25 משתמשת באותו גובה בהיסט של 1.5 B-cun. ב־GV אין להוסיף היסט צדדי מן הקו.","GV 3 is in the depression below the L4 spinous process on the posterior midline. BL 25 uses that level at a 1.5 B-cun offset. GV 3 has no lateral displacement.","BL 25","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GV 4","205","back","500","660","In the lumbar region, in the depression inferior to the spinous process of the second lumbar vertebra (L2), on the posterior median line.","GV 4 מתוארת מתחת לזיז L2 בקו האמצע; GV 3 מתחת לזיז L4. המספור עובר בין שתי חוליות שאינן סמוכות, ולכן אין למלא אוטומטית נקודה נוספת ב־L3.","GV 4 is below L2 on the midline; GV 3 is below L4. The numbered points reference nonadjacent vertebrae. Do not infer an extra intermediate point at L3.","GV 3","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GV 5","206","back","500","620","In the lumbar region, in the depression inferior to the spinous process of the first lumbar vertebra (L1), on the posterior median line.","השקע שמתחת לזיז L1 מגדיר את GV 5 בקו האמצע. BL 22 נמצאת בגובה זה, 1.5 B-cun הצדה. L1 היא תחילת סדרת המותן, בנפרד מסדרת T של בית החזה.","The depression below L1 defines midline GV 5. BL 22 lies at that level 1.5 B-cun laterally. L1 begins the lumbar series, distinct from the thoracic T series.","BL 22","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
